STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,PPT_Inches
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/12/2014,,,,0.53,0,0,79,55,56,0.53
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/13/2014,,,,0,0,0,73,54,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/14/2014,,,,0,0,0,78,48,57,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/15/2014,,,,0,0,0,72,46,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/16/2014,,,,0,0,0,81,61,61,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/17/2014,,,,0,0,0,85,48,61,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/18/2014,,,,0,0,0,85,58,61,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/19/2014,,,,3.25,0,0,84,60,64,3.25
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/20/2014,,,,0,0,0,76,59,61,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/21/2014,,,,0,0,0,79,61,65,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/22/2014,,,,0.96,0,0,78,64,70,0.96
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/23/2014,,,,0,0,0,88,70,75,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/24/2014,,,,0,0,0,76,68,70,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/25/2014,,,,0.35,0,0,88,67,68,0.35
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/26/2014,,,,0,0,0,84,61,63,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/27/2014,,,,0.01,0,0,73,57,62,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/28/2014,,,,0,0,0,75,55,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/29/2014,,,,0.36,0,0,73,58,63,0.36
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/30/2014,,,,0.08,0,0,83,63,70,0.08
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",8/31/2014,,,,0.12,0,0,77,60,70,0.12
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/1/2014,,,,0,0,0,81,59,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/2/2014,,,,0.06,0,0,83,55,63,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/3/2014,,,,0,0,0,77,56,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/4/2014,,,,0.01,0,0,80,56,69,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/5/2014,,,,0.02,0,0,79,66,67,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/6/2014,,,,0,0,0,78,53,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/7/2014,,,,0,0,0,73,45,55,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/8/2014,,,,0,0,0,79,45,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/9/2014,,,,0,0,0,74,60,62,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/10/2014,,,,0.27,0,0,80,62,66,0.27
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/11/2014,,,,0.05,0,0,70,44,45,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/12/2014,,,,0,0,0,54,39,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/13/2014,,,,0,0,0,47,35,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/14/2014,,,,0,0,0,58,45,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/15/2014,,,,0.15,0,0,67,35,51,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/16/2014,,,,0.11,0,0,59,36,43,0.11
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/17/2014,,,,0,0,0,66,36,49,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/18/2014,,,,0,0,0,71,46,46,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/19/2014,,,,0,0,0,62,45,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/20/2014,,,,,0,0,72,52,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/21/2014,,,,,0,0,61,40,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/22/2014,3,1.74,,,0,0,76,38,45,1.74
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/23/2014,,,,0,0,0,69,45,52,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/24/2014,,,,0,0,0,74,52,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/25/2014,,,,0.1,0,0,68,56,60,0.1
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/26/2014,,,,0,0,0,76,51,56,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/27/2014,,,,0,0,0,75,56,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/28/2014,,,,0,0,0,80,56,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/29/2014,,,,0,0,0,81,53,60,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",9/30/2014,,,,0.11,0,0,68,40,40,0.11
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/1/2014,,,,0.01,0,0,51,40,49,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/2/2014,,,,0,0,0,64,49,58,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/3/2014,,,,0.25,0,0,68,51,51,0.25
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/4/2014,,,,0.12,0,0,60,34,46,0.12
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/5/2014,,,,0,0,0,46,32,46,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/6/2014,,,,0,0,0,53,32,36,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/7/2014,,,,0,0,0,55,36,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/8/2014,,,,0,0,0,61,33,41,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/9/2014,,,,0,0,0,59,29,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/10/2014,,,,0,0,0,56,27,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/11/2014,,,,0,0,0,59,28,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/12/2014,,,,0,0,0,59,36,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/13/2014,,,,0.07,0,0,59,28,49,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/14/2014,,,,1.68,0,0,56,49,51,1.68
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/15/2014,,,,0.17,0,0,55,48,48,0.17
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/16/2014,,,,0,0,0,53,46,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/17/2014,,,,0,0,0,65,48,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/18/2014,,,,0.07,0,0,53,32,40,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/19/2014,,,,0,0,0,50,29,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/20/2014,,,,0,0,0,57,29,43,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/21/2014,,,,0,0,0,56,35,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/22/2014,,,,0,0,0,51,27,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/23/2014,,,,0,0,0,56,30,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/24/2014,,,,0.45,0,0,47,39,46,0.45
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/25/2014,,,,0.01,0,0,59,38,50,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/26/2014,,,,0,0,0,63,31,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/27/2014,,,,0.04,0,0,61,49,50,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/28/2014,,,,0,0,0,69,31,50,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/29/2014,,,,0.03,0,0,50,38,39,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/30/2014,,,,0,0,0,48,29,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",10/31/2014,,,,0.02,0,0,51,30,30,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/1/2014,,,,0,0,0,38,17,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/2/2014,,,,0,0,0,44,28,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/3/2014,,,,0,0,0,52,30,40,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/4/2014,,,,0.12,0,0,56,40,44,0.12
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/5/2014,,,,0,0,0,50,31,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/6/2014,,,,0.23,0,0,43,34,35,0.23
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/7/2014,,,,0.01,0,0,40,32,35,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/8/2014,,,,0,0,0,42,33,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/9/2014,,,,0.03,0,0,41,32,35,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/10/2014,,,,0.06,0,0,42,30,32,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/11/2014,,,,0.15,0,0,38,32,32,0.15
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/12/2014,,,,0.03,0,0,32,18,19,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/13/2014,,,,0,0,0,24,16,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/14/2014,,,,0.01,0,0,25,15,20,0.01
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/15/2014,,,,0.03,0,0,24,8,12,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/16/2014,,,,0.1,0.5,1,23,12,15,0.1
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/17/2014,,,,0,0,1,25,5,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/18/2014,,,,0,0,0,14,9,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/19/2014,,,,0.02,0.5,1,17,12,16,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/20/2014,,,,0,0,1,22,13,13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/21/2014,,,,0,0,1,18,-1,7,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/22/2014,,,,0,0,1,31,-4,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/23/2014,,,,0.04,0,0,42,30,32,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/24/2014,,,,0.32,0,0,49,8,37,0.32
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/25/2014,,,,0.39,5,5,37,20,20,0.39
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/26/2014,,,,0,0,5,21,11,15,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/27/2014,,,,0,0,5,24,-2,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/28/2014,,,,0.02,0,5,25,3,14,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/29/2014,,,,0,0,5,24,14,14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",11/30/2014,,,,0,0,4,39,11,11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/1/2014,,,,0,0,3,36,-2,5,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/2/2014,,,,0,0,2,15,-1,15,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/3/2014,,,,0,0,2,27,15,18,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/4/2014,,,,0,0,1,26,6,17,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/5/2014,,,,0,0,1,27,17,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/6/2014,,,,0,0,1,35,12,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/7/2014,,,,0,0,1,32,19,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/8/2014,,,,0.14,0,1,34,12,27,0.14
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/9/2014,,,,0,0,1,34,27,28,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/10/2014,,,,0,0,1,33,16,21,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/11/2014,,,,0,0,1,23,18,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/12/2014,,,,0,0,1,29,18,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/13/2014,,,,0,0,1,33,24,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/14/2014,,,,0,0,0,41,33,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/15/2014,,,,0,0,0,44,29,43,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/16/2014,,,,0.36,0,0,44,37,37,0.36
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/17/2014,,,,0,0,0,37,22,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/18/2014,,,,0,0,0,23,18,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/19/2014,,,,0,0,0,26,18,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/20/2014,,,,0,0,0,29,22,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/21/2014,,,,0,0,0,30,29,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/22/2014,,,,0,0,0,35,20,33,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/23/2014,,,,0.34,1,1,38,33,33,0.34
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/24/2014,,,,0.03,0,0,38,33,33,0.03
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/25/2014,,,,0,0,0,34,31,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/26/2014,,,,0,0,0,36,30,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/27/2014,,,,0.07,0,0,44,21,31,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/28/2014,,,,0.05,0,0,35,15,15,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/29/2014,,,,0,0,0,24,13,13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/30/2014,,,,0,0,0,18,-1,-1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",12/31/2014,,,,0,0,0,10,-2,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/1/2015,,,,0,0,0,18,10,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/2/2015,,,,0,0,0,24,6,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/3/2015,,,,0.06,1.4,1,28,24,24,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/4/2015,,,,0.04,1,2,30,-6,24,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/5/2015,,,,0,0,2,30,-10,-8,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/6/2015,,,,0.06,1,3,2,-8,-5,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/7/2015,,,,0,0,3,11,-6,-6,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/8/2015,,,,0,0,3,-1,-6,-1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/9/2015,,,,0.07,2.5,5,9,-1,-1,0.07
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/10/2015,,,,0,0,5,8,-7,6,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/11/2015,,,,0,0,5,18,6,6,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/12/2015,,,,0,0,5,24,-7,-2,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/13/2015,,,,0,0,5,14,-9,-8,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/14/2015,,,,0,0,5,17,-8,13,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/15/2015,,,,0,0,4,22,13,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/16/2015,,,,0,0,3,36,22,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/17/2015,,,,0,0,1,41,32,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/18/2015,,,,0,0,1,38,26,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/19/2015,,,,0.04,0,1,41,20,24,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/20/2015,,,,0,0,1,29,23,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/21/2015,,,,0,0,1,27,23,25,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/22/2015,,,,0,0,1,33,23,26,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/23/2015,,,,0,0,0,37,25,26,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/24/2015,,,,0,0,0,34,26,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/25/2015,,,,0,0,0,29,11,11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/26/2015,,,,0,0,0,37,8,18,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/27/2015,,,,0.06,1.2,1,24,17,24,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/28/2015,,,,0,0,1,26,23,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/29/2015,,,,0,0,1,31,23,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/30/2015,,,,0,0,0,33,9,12,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",1/31/2015,,,,0,0,0,23,12,15,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/1/2015,,,,0.06,2,2,21,6,12,0.06
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/2/2015,,,,0,0,2,14,-6,-4,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/3/2015,,,,0,0,2,17,-4,3,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/4/2015,,,,0.04,1,3,19,3,11,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/5/2015,,,,0,0,3,16,-9,-3,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/6/2015,,,,0,0,2,18,-3,14,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/7/2015,,,,0,0,2,30,14,16,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/8/2015,,,,0,0,2,33,16,20,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/9/2015,,,,0,0,2,33,-3,16,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/10/2015,,,,0,0,1,26,6,11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/11/2015,,,,0.14,3,4,28,11,26,0.14
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/12/2015,,,,0,0,3,28,1,2,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/13/2015,,,,0,0,3,12,-7,9,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/14/2015,,,,0,0,3,23,-4,-4,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/15/2015,,,,0,0,2,19,-7,-4,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/16/2015,,,,0,0,2,23,-7,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/17/2015,,,,0,0,2,19,2,5,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/18/2015,,,,0,0,2,14,-3,-2,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/19/2015,,,,0,0,2,2,-16,-11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/20/2015,,,,0,0,2,6,-11,6,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/21/2015,,,,0,0,2,16,6,11,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/22/2015,,,,0,0,2,28,-8,1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/23/2015,,,,0,0,1,,-13,-9,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/24/2015,,,,0,0,1,19,-9,19,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/25/2015,,,,0,0,1,32,3,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/26/2015,,,,0,0,1,16,-4,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/27/2015,,,,0,0,1,14,-7,1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",2/28/2015,,,,0,0,1,12,-6,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/1/2015,,,,0,0,1,18,5,10,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/2/2015,,,,0,0,1,28,8,15,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/3/2015,,,,0,0,1,29,15,22,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/4/2015,,,,0.02,0.5,1,29,5,6,0.02
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/5/2015,,,,0,0,1,15,-9,-1,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/6/2015,,,,0,0,1,17,-1,9,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/7/2015,,,,0,0,1,33,9,23,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/8/2015,,,,0,0,1,42,23,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/9/2015,,,,0,0,0,47,27,31,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/10/2015,,,,0,0,0,55,31,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/11/2015,,,,0,0,0,61,26,29,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/12/2015,,,,0,0,0,55,29,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/13/2015,,,,0,0,0,57,34,39,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/14/2015,,,,0,0,0,68,29,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/15/2015,,,,0,0,0,55,44,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/16/2015,,,,0,0,0,68,29,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/17/2015,,,,0,0,0,62,30,30,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/18/2015,,,,0,0,0,42,23,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/19/2015,,,,0,0,0,47,27,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/20/2015,,,,0,0,0,48,27,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/21/2015,,,,0,0,0,55,32,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/22/2015,,,,0,0,0,44,27,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/23/2015,,,,0,0,0,38,27,27,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/24/2015,,,,0,0,0,38,20,24,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/25/2015,,,,0.28,1.6,1,46,24,29,0.28
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/26/2015,,,,0,0,0,40,29,32,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/27/2015,,,,0,0,0,33,13,18,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/28/2015,,,,0,0,0,42,14,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/29/2015,,,,0,0,0,42,34,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/30/2015,,,,0.05,0,0,42,14,37,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",3/31/2015,,,,0.04,0,0,54,31,35,0.04
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/1/2015,,,,0,0,0,60,35,51,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/2/2015,,,,0,0,0,74,51,51,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/3/2015,,,,0,0,0,64,35,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/4/2015,,,,0,0,0,53,23,45,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/5/2015,,,,0.45,0,0,54,34,34,0.45
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/6/2015,,,,0,0,0,45,31,35,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/7/2015,,,,0,0,0,44,23,34,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/8/2015,,,,0.81,0,0,45,34,34,0.81
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/9/2015,,,,0.55,0,0,39,34,37,0.55
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/10/2015,,,,0.87,0,0,42,33,34,0.87
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/11/2015,,,,0,0,0,50,29,42,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/12/2015,,,,0,0,0,64,42,48,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/13/2015,,,,0.05,0,0,73,48,49,0.05
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/14/2015,,,,0,0,0,64,30,44,0
USC00473405,"HANCOCK EXPERIMENTAL FARM, WI US",4/15/2015,,,,0,0,0,64,39,44,0
